clip_id,group_idx,clip_name,matched_events,matched_keywords,similarity,local_desc,mp4_path,json_path,label
G6H5dOXR,2,IM_1,goal,goal:\bgoal\b,0.971,"Yeah. Westwood to Jay Rodriguez, who then gets it back again from Chris. What a goal! What a goal from Jay Rodriguez!",/home/eboccaletti/thesis_project/data/MOMENTS/G6H5dOXR/important-moments/2/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/G6H5dOXR/important-moments/2/IM_1_v1.json,
G6wyC3XE,1,IM_3,goal,"goal:\bgoal\b,\bit's in\b",0.745,Here's Henderson. Molino finds Alexander-Arnold. It's in to Sadio Mane who's on the turn. Patricio scrambling across his goal.,/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/1/IM_3.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/1/IM_3_v1.json,
G6wyC3XE,1,IM_8,goal,goal:\bgoal\b,0.996,"Well Wolves are going to be fuming about this, the goal has been disallowed. They are incandescent there.",/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/1/IM_8.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/G6wyC3XE/important-moments/1/IM_8_v1.json,
GEF9XGeE,1,IM_4,goal,goal:\bgoal\b,0.609,In up! That's a sensational goal!,/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/1/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/1/IM_4_v1.json,
GEF9XGeE,1,IM_5,goal,goal:\bgoal\b,0.978,"Credit to Verona though, they kept the pressure up. Certainly living a charmed life, wasn't it? The home goal.",/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/1/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/1/IM_5_v1.json,
GEF9XGeE,1,IM_7,goal,"goal:\bgoal\b,\bscores?\b",0.949,"Referee, Ronaldo, Ramsey, debut goal! That's what it feels like to score your first goal for Juventus in Turin.",/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/1/IM_7.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/1/IM_7_v1.json,
GEF9XGeE,2,IM_2,goal,goal:\bgoal\b,1.000,One goal in Serie A so far against Napoli. Ronaldo makes it 2-1. And the best in the land reassert themselves on the team that dared to dream.,/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/2/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/2/IM_2_v1.json,
GEF9XGeE,2,IM_5,goal,goal:\bgoal\b,0.817,"I've seen it, they've got the winning goal against Lecce and Verona's only winner of the campaign so far. 22 minutes left. Miguel Veloso, Verona's captain with a wet ball that Buffon struggles with. Dicarbonate blasts it. Could have gone anywhere.",/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/2/IM_5_v1.json,
GEF9XGeE,2,IM_6,goal,goal:\bgoal\b,0.905,"Good rather to get the ball but this is the stunning ball into such a dangerous area, just drops in front of Gigi Buffon doesn't it? The nearest touch would take that goal, would. I think it hits Bonucci on the backside doesn't it? Some wonderful inadvertent defending by the Juve skipper.",/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/2/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/GEF9XGeE/important-moments/2/IM_6_v1.json,
ILEx2IrB,1,IM_9,goal,goal:\binto the net\b,0.953,"It's led to their first corner. Savic using his height to get it away, decent effort back in from Albiol and put into the net for 1-1.",/home/eboccaletti/thesis_project/data/MOMENTS/ILEx2IrB/important-moments/1/IM_9.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/ILEx2IrB/important-moments/1/IM_9_v1.json,
ILEx2IrB,2,IM_6,goal,goal:\bputs? it (away|in)\b,0.807,"Talan, you watch his leg just stick out here when it comes in there, just puts it in the area, look at that for composure. That goes like a flash into that top corner.",/home/eboccaletti/thesis_project/data/MOMENTS/ILEx2IrB/important-moments/2/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/ILEx2IrB/important-moments/2/IM_6_v1.json,
IcCSkl6F,2,IM_11,goal,goal:\bgoal\b,0.998,"Dips into the corner of the net. Great technique, seen it so many times from Insigne. And he does it again. It's set to be a big goal scoring season for Lorenzo Insigne.",/home/eboccaletti/thesis_project/data/MOMENTS/IcCSkl6F/important-moments/2/IM_11.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/IcCSkl6F/important-moments/2/IM_11_v1.json,
IcCSkl6F,2,IM_5,goal,goal:\bgoal\b,0.966,He also spots the keeper just off his line. He can't execute the chip because that would have been a fantastic goal if it went in.,/home/eboccaletti/thesis_project/data/MOMENTS/IcCSkl6F/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/IcCSkl6F/important-moments/2/IM_5_v1.json,
IqixussJ,1,IM_5,goal,goal:\bgoal\b,0.767,"They're passing with a crispness and an accuracy. Khadira waits for support, Khadira! Wouldn't that have been a peach of a goal?",/home/eboccaletti/thesis_project/data/MOMENTS/IqixussJ/important-moments/1/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/IqixussJ/important-moments/1/IM_5_v1.json,
IqixussJ,2,IM_4,goal,goal:\bgoal\b,0.872,"And gets his first goal in a Napoli shirt. It's going to be a tight one, I think. Marie-Jeanne was the player that was just keeping him on side.",/home/eboccaletti/thesis_project/data/MOMENTS/IqixussJ/important-moments/2/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/IqixussJ/important-moments/2/IM_4_v1.json,
IwW928Oa,1,IM_9,goal,goal:\bgoal\b,0.949,"Walter who tells us unequivocally that of course City should have carried on, of course the referee should have carried on and the goal is absolutely valid.",/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/1/IM_9.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/1/IM_9_v1.json,
IwW928Oa,2,IM_10,goal,goal:\binto the net\b,0.945,"Right leg out, bottom of the studs, nudges it into the net.",/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/2/IM_10.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/2/IM_10_v1.json,
IwW928Oa,2,IM_12,goal,"goal:\bgoal\b,\bscored\b",0.976,"It's going to get called something, it might as well be Beckenbauer, mightn't it? Bernardo Silva. Cancelo for Gundogan, Bernardo Silva, Foden! Champions League goal for the boy. Another one. He scored against Zagreb at home.",/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/2/IM_12.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/2/IM_12_v1.json,
IwW928Oa,2,IM_14,goal,goal:\bback of the net\b,0.751,"Folden's quicker, sharper in that area. Just delays his run, pulls off the defender, slides it into the back of the net.",/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/2/IM_14.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/2/IM_14_v1.json,
IwW928Oa,2,IM_15,goal,goal:\bback of the net\b,0.996,"Slides it into the back of the net. City cruising, one of their easiest and best away performances.",/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/2/IM_15.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/2/IM_15_v1.json,
IwW928Oa,2,IM_1,goal,"goal:\bgoal\b,\bscored\b",0.692,"He's hobbled away from that challenge. And there's silver. Jesus, Mendy. Jesus, Foden. Gabriel Jesus again for Manchester City. He's made it. He's scored a super goal. He's given Manchester City a lead away from home in the Champions League. And he has flattened this place. Yeah, they have. Rightly so as well. Because Dina...",/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/2/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/IwW928Oa/important-moments/2/IM_1_v1.json,
KCD7fMt6,1,IM_3,goal,goal:\bscores?\b,0.847,"Quickly on that flank but certainly Fiorentina on the break, dangerous. Chiesa. Ribéry. Lerola. Ribéry. Little chips through, Delbert! Has to score.",/home/eboccaletti/thesis_project/data/MOMENTS/KCD7fMt6/important-moments/1/IM_3.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/KCD7fMt6/important-moments/1/IM_3_v1.json,
KIMzryr9,1,IM_2,goal,goal:\bgoes in\b,0.962,"It's a straight ball over the top. Watch his run here. Holds his line and then goes in behind. And I think he's going to be just offside, I think, when this goes to VAR. He's finished it really well.",/home/eboccaletti/thesis_project/data/MOMENTS/KIMzryr9/important-moments/1/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/KIMzryr9/important-moments/1/IM_2_v1.json,
KIMzryr9,1,IM_4,goal,goal:\bgoal\b,0.838,"Oh, it's a goal? Goal given. Well, from our angle it looked like it was just offside but it's been given.",/home/eboccaletti/thesis_project/data/MOMENTS/KIMzryr9/important-moments/1/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/KIMzryr9/important-moments/1/IM_4_v1.json,
KIMzryr9,1,IM_5,goal,goal:\bputs? it (away|in)\b,0.856,"Here's to Laney. I don't understand there, Jonathan. You get a free kick. It's about 30 seconds to go. Why not just push players up and put it in the 18-yard box and fight for it? Grant. Here's the pace of Sancho. And the shot was only parry, but Schultz couldn't get in there quicker than that. Pressure still on. Good save from Handanovic, though. Really good play from Sancho.",/home/eboccaletti/thesis_project/data/MOMENTS/KIMzryr9/important-moments/1/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/KIMzryr9/important-moments/1/IM_5_v1.json,
KIMzryr9,2,IM_4,goal,goal:\bscores?\b,0.973,It's not saying much but if he scores this it will speak volumes about Inter's opportunities in this competition.,/home/eboccaletti/thesis_project/data/MOMENTS/KIMzryr9/important-moments/2/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/KIMzryr9/important-moments/2/IM_4_v1.json,
KMdvNjmo,1,IM_6,goal,goal:\bgoal\b,0.787,"A couple of options there. Ajax smothered by the yellow shirts of Apuel Nicosia, the underdogs. Three minutes to go, bent in deliciously. 1-0, Edson Ramirez breaks the deadlock. In his first half for Ajax, he gets his first goal. Well, again, the delivery...",/home/eboccaletti/thesis_project/data/MOMENTS/KMdvNjmo/important-moments/1/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/KMdvNjmo/important-moments/1/IM_6_v1.json,
KMdvNjmo,1,IM_7,goal,"goal:\bgoal\b,\bback of the net\b",0.908,"And definitely onside. And nobody, three of them could have headed that in the back of the net. And that's not like them. They've switched off for the first time in this first half. Look, three red and white shirts in front of them. Onside, all three. But poor defending. And we've not said that about FOL much in the first half whatsoever. His first goal since February 2017. Five in five years.",/home/eboccaletti/thesis_project/data/MOMENTS/KMdvNjmo/important-moments/1/IM_7.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/KMdvNjmo/important-moments/1/IM_7_v1.json,
KMdvNjmo,2,IM_11,goal,goal:\bgoal\b,0.980,"You're right, you look closely at the pitch, there's divots everywhere. And there's the goal again, you don't feel bad seeing that again and again.",/home/eboccaletti/thesis_project/data/MOMENTS/KMdvNjmo/important-moments/2/IM_11.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/KMdvNjmo/important-moments/2/IM_11_v1.json,
KMdvNjmo,2,IM_6,goal,goal:\bgoal\b,0.778,"Well, it stirred them up on name level and it's well counted. Offside against Pavlovich. No need for VA up. Oh, similar to the highest goal in the first half, wasn't it?",/home/eboccaletti/thesis_project/data/MOMENTS/KMdvNjmo/important-moments/2/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/KMdvNjmo/important-moments/2/IM_6_v1.json,
KOsjkUSA,1,IM_3,goal,goal:\bgoal\b,0.885,". For many people, Sirigu is still the best goalkeeper in the country. Change here, and a goal! It's Lukic for Torino! A horrendous mistake by Juventus. And Lukic...",/home/eboccaletti/thesis_project/data/MOMENTS/KOsjkUSA/important-moments/1/IM_3.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/KOsjkUSA/important-moments/1/IM_3_v1.json,
KvKpGOqN,2,IM_2,goal,goal:\bgoal\b,0.771,What a leader. Nainggolan is on the pitch. Produces the goals to lift his team when they need it. There's 20 minutes remaining. But Quagliarella! Seconds later. Gives Sam the two-goal advantage.,/home/eboccaletti/thesis_project/data/MOMENTS/KvKpGOqN/important-moments/2/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/KvKpGOqN/important-moments/2/IM_2_v1.json,
MV4UU7IE,1,IM_2,goal,"goal:\bgoal\b,\bscores?\b",0.904,He has consistently said that there's no difference between the subs and the starting eleven such is the strength of his team this season. It's one for Mandzukic to maybe get to Mario Mandzukic inside two minutes. Well it might just be the easiest goal that he'll score all season.,/home/eboccaletti/thesis_project/data/MOMENTS/MV4UU7IE/important-moments/1/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/MV4UU7IE/important-moments/1/IM_2_v1.json,
MV4UU7IE,1,IM_3,goal,goal:\bgoal\b,1.000,And the defending champions off to the perfect start here in Parma. There's a lot of good fortune in this goal for Mandzukic.,/home/eboccaletti/thesis_project/data/MOMENTS/MV4UU7IE/important-moments/1/IM_3.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/MV4UU7IE/important-moments/1/IM_3_v1.json,
MV4UU7IE,1,IM_6,goal,goal:\bscored\b,0.918,Well he hasn't scored for his new club yet but he won't get much closer without doing so.,/home/eboccaletti/thesis_project/data/MOMENTS/MV4UU7IE/important-moments/1/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/MV4UU7IE/important-moments/1/IM_6_v1.json,
MV4UU7IE,2,IM_5,goal,goal:\bgoal\b,0.935,He's on his hands. Sandro again. Matuidi. Mandzukic to Matuidi! A brilliant goal from Blaise Matuidi. And Juventus are back ahead. It's a brilliantly worked goal from Juventus down this left.,/home/eboccaletti/thesis_project/data/MOMENTS/MV4UU7IE/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/MV4UU7IE/important-moments/2/IM_5_v1.json,
MaKn62Yl,1,IM_1,goal,goal:\bgoal\b,0.689,Just collides with Lazani. He has to be sure that he can make clean contact to commit himself in that position. Leaves a wide open goal and the defenders can't get back in time.,/home/eboccaletti/thesis_project/data/MOMENTS/MaKn62Yl/important-moments/1/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/MaKn62Yl/important-moments/1/IM_1_v1.json,
MaKn62Yl,2,IM_4,goal,goal:\bgoal\b,0.948,Nothing to separate them right now. 1-1. Ten minutes gone in the second half. Mandragora. Nicely done. Mandragora! What a save again by Donnarumma. Well he might have made a mistake in the first half for the goal.,/home/eboccaletti/thesis_project/data/MOMENTS/MaKn62Yl/important-moments/2/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/MaKn62Yl/important-moments/2/IM_4_v1.json,
MaKn62Yl,2,IM_6,goal,goal:\bgoal\b,1.000,This might be goal of the season contender. The clearance and then the volley.,/home/eboccaletti/thesis_project/data/MOMENTS/MaKn62Yl/important-moments/2/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/MaKn62Yl/important-moments/2/IM_6_v1.json,
OW4kbPoI,1,IM_6,goal,goal:\bscores?\b,0.969,And the resistance is broken. Liverpool score again. And this is their first in this stadium. And they've had to work hard together.,/home/eboccaletti/thesis_project/data/MOMENTS/OW4kbPoI/important-moments/1/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OW4kbPoI/important-moments/1/IM_6_v1.json,
OW4kbPoI,2,IM_6,goal,goal:\bgoes in\b,0.777,"Well, this was better from Spurs. The ball from Aurier is wonderful, really is. You can't defend that. Alisson's no chance. And they're in the hands of LaSalle, so his contact is very good. Too good, really. It slices off him, it goes in. Well, they've stayed in the game.",/home/eboccaletti/thesis_project/data/MOMENTS/OW4kbPoI/important-moments/2/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OW4kbPoI/important-moments/2/IM_6_v1.json,
ObsVrY4o,1,IM_4,goal,goal:\bgoal\b,0.878,"Loads of movement, very, very mobile. Mame's driving with the ball. This is the chance again, you see. Perrin's positioning goal. It was a stunning save because it was well hit that from Sanabria. Very good contact on the shot.",/home/eboccaletti/thesis_project/data/MOMENTS/ObsVrY4o/important-moments/1/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/ObsVrY4o/important-moments/1/IM_4_v1.json,
ObsVrY4o,2,IM_3,goal,goal:\bgoal\b,0.871,"It's come off former Juventus man in Kyrishito. The referee here. Well, there's been a VAR consultation and the goal has been ruled out. Well, celebrated like a goal by the Genoa supporters, understandably.",/home/eboccaletti/thesis_project/data/MOMENTS/ObsVrY4o/important-moments/2/IM_3.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/ObsVrY4o/important-moments/2/IM_3_v1.json,
OtQpc975,1,IM_5,goal,goal:\bgoal\b,0.619,"Jim City was there, couldn't deflect his header towards goal.",/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/1/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/1/IM_5_v1.json,
OtQpc975,2,IM_1,goal,goal:\bscores?\b,0.817,With something from this match. We're away for the second half. Cagliari kicking off. Nil-nil is the halftime score.,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/2/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/2/IM_1_v1.json,
OtQpc975,2,IM_3,goal,goal:\bscores?\b,0.666,"Castagne given too much room, his cross was deflected. And Hataba completing a fine performance by getting his name on the score sheet.",/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/2/IM_3.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/2/IM_3_v1.json,
OtQpc975,2,IM_4,goal,goal:\bscores?\b,0.689,And Hataba completing a fine performance by getting his name on the score sheet. It came off Paduin there who is not without fault.,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/2/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/2/IM_4_v1.json,
OtQpc975,2,IM_5,goal,"goal:\bgoal\b,\bscores?\b",0.696,"Fröhler on halfway, waits for the run of Zapata. Here is the Colombian in the area, plays it back to Castagne. Castagne can shoot from here, but it was too tight an angle. And the defense was there as Alpedro with some scores here. Gets away from Jim City. And another player, Deron it was, who ate. And then the cross at the near post, Bravoletti failing to tap it in. Brilliant play from Cagliari, almost immediately responding to the Atalanta goal with their two forwards.",/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OtQpc975/important-moments/2/IM_5_v1.json,
Ov5idmCk,2,IM_2,goal,"goal:\bgoal\b,\bscored\b",1.000,Filling away there was Suso and it's Calabria! Scored a massive goal at Roma last season.,/home/eboccaletti/thesis_project/data/MOMENTS/Ov5idmCk/important-moments/2/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Ov5idmCk/important-moments/2/IM_2_v1.json,
Ov5idmCk,2,IM_5,goal,goal:\bgoal\b,0.825,"Oh, they're right back in it. Zielinski with the goal. Cajajan teed him up. Napoli are on the comeback trail.",/home/eboccaletti/thesis_project/data/MOMENTS/Ov5idmCk/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Ov5idmCk/important-moments/2/IM_5_v1.json,
OziK3ff0,1,IM_10,goal,"goal:\bgoal\b,\bscores?\b",0.919,"In a more of a cheeky way to claim the goal. In step, leaving Drakowski without a hope. He said he wanted to score a goal.",/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_10.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_10_v1.json,
OziK3ff0,1,IM_11,goal,"goal:\bgoal\b,\bscores?\b",0.992,Leaving Drakowski without a hope. Said he wanted to score a goal.,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_11.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_11_v1.json,
OziK3ff0,1,IM_1,goal,goal:\bgoal\b,0.844,"It seems it's going to be able to be sustained. This is Cigarini now, looking for the options. A lot of space, but Nyangolam works it through. Oh, yes! Oh, what a goal! Cagliari ripped Fiorentina open. And that is Champions League quality football.",/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_1_v1.json,
OziK3ff0,1,IM_6,goal,goal:\bgoal\b,0.913,"Despite winning last season's encounter, here he comes. Three header, it's gone in and there is the second goal.",/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_6_v1.json,
OziK3ff0,1,IM_7,goal,goal:\bgoal\b,0.805,"In the division. Vizakane with his first goal of the season is fourth for the club. Too easy, completely unmarked. And Vlaovic just stood and watched.",/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_7.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_7_v1.json,
OziK3ff0,1,IM_8,goal,goal:\bit's in\b,0.936,"Not so much that ball forward as Serogh again with the energy, Pedro to his left, he works it out. Yangolan, is he going to be another distant special? Solid save, Drakowski, but it's in! And Simeone, who refuses to celebrate against his former side, caps a brilliant first-half performance.",/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_8.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/1/IM_8_v1.json,
OziK3ff0,2,IM_4,goal,goal:\bgoal\b,0.970,Daubert was just drawn forward for a moment but the accuracy of Cagliari sent him back. On that occasion Cacciatore unable to find a teammate but the touch in Pulgar. Nainggolan will have another goal and maybe the best of the five goes to the Cagliari captain.,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/2/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/2/IM_4_v1.json,
OziK3ff0,2,IM_5,goal,goal:\bgoal\b,1.000,What a strike. Can I go land? How many goal of the season contenders is he going to produce?,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/2/IM_5.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/2/IM_5_v1.json,
OziK3ff0,2,IM_6,goal,goal:\bgoal\b,0.908,"Even at this late stage of the match, Badel, are they a little light? Sotil, Dalbert, well played, there's the shot and they do have one goal back. And Vlajevic...",/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/2/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/OziK3ff0/important-moments/2/IM_6_v1.json,
Q3ZH0ngC,1,IM_1,goal,goal:\bgoal\b,0.903,"There's a little bit of contact, but it wasn't a great ball, to be honest. That's given away by Giroud. And then so, Bernardo Silva, fiddle tucks by Chasers to Sterling, simple as that. First serious attack of the night, and Raheem Sterling gets himself another goal. 14 this season for the England...",/home/eboccaletti/thesis_project/data/MOMENTS/Q3ZH0ngC/important-moments/1/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Q3ZH0ngC/important-moments/1/IM_1_v1.json,
Q3ZH0ngC,2,IM_2,goal,goal:\bgoal\b,0.673,"City caught out on this side. Otamendi not getting tight enough to Gomez, and he doesn't do anything, he just runs and crosses. And it's a brilliant running header, putting on a play for Pasenic, who cannot miss. Lovely goal from the rebound, Atalanta, sorry. Poor defendant from Manchester City, they have to switch back on. Some celebrations for Gasparini. Second goal of the season for Mario Paschalic. And a player on the...",/home/eboccaletti/thesis_project/data/MOMENTS/Q3ZH0ngC/important-moments/2/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Q3ZH0ngC/important-moments/2/IM_2_v1.json,
Q3ZH0ngC,2,IM_6,goal,goal:\bgoal\b,1.000,"Toloi, Jimsiti, Palomino. In goes the corner from Gomez, and flicked on and flicked just wide by Berat Jimsiti. So close to a second Atalanta goal. They're out swinging.",/home/eboccaletti/thesis_project/data/MOMENTS/Q3ZH0ngC/important-moments/2/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Q3ZH0ngC/important-moments/2/IM_6_v1.json,
Q3mkxVyG,1,IM_4,goal,goal:\bgoal\b,0.830,"He himself could have gone for goal. Chance here, Pastore! Strakosha makes the save, it's not over yet. Lucas Leiva...",/home/eboccaletti/thesis_project/data/MOMENTS/Q3mkxVyG/important-moments/1/IM_4.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Q3mkxVyG/important-moments/1/IM_4_v1.json,
Q3mkxVyG,2,IM_1,goal,goal:\bgoal\b,0.933,"Again against Udinese, he saw Bedaglia there. Giving that Udinese goal at least as an own goal against Bedaglia. Chance here Lazio! Oh! Giroi Mopile! 1-1 in the derby now.",/home/eboccaletti/thesis_project/data/MOMENTS/Q3mkxVyG/important-moments/2/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Q3mkxVyG/important-moments/2/IM_1_v1.json,
Sf4M19lS,1,IM_7,goal,goal:\bgoal\b,0.830,"He might go a little bit more on the angle to the far post, but he'll be looking to whip one in towards the six-yard box. Defenders have to stay switch on. It's teasing ball in. It's the perfect delivery. And De Bruyne wheels away in celebration. His first goal for his new side on home soil in the San Siro.",/home/eboccaletti/thesis_project/data/MOMENTS/Sf4M19lS/important-moments/1/IM_7.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Sf4M19lS/important-moments/1/IM_7_v1.json,
Sf4M19lS,1,IM_9,goal,goal:\bgoal\b,0.878,No chance for Surugu. That's a killer goal for Torino to take. It will be outplayed an awful lot in the first half an hour of this game. And Inter deserve their 2-0 lead.,/home/eboccaletti/thesis_project/data/MOMENTS/Sf4M19lS/important-moments/1/IM_9.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/Sf4M19lS/important-moments/1/IM_9_v1.json,
UBdITpNb,1,IM_6,goal,goal:\bgoal\b,0.914,"Too far away from his 20th European goal for the club. Oh, yet another assist. Between two stools in the end.",/home/eboccaletti/thesis_project/data/MOMENTS/UBdITpNb/important-moments/1/IM_6.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/UBdITpNb/important-moments/1/IM_6_v1.json,
ULTDmEW6,1,IM_1,goal,goal:\bgoal\b,0.943,"He's done it twice now. Dele Alli, Jung-Min Son, Topman looking for the goal and they find it! It's the first goal in the Jose Mourinho era.",/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/1/IM_1.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/1/IM_1_v1.json,
ULTDmEW6,1,IM_2,goal,goal:\bscored\b,0.753,"Bonnes had to come off here to go back on again. Only ever seems to waste a bit more time. Nice flip by Hyunmin Song. Well, Dele Alli did wonderfully well, it's a poor ball by Dier, but Alli kept it alive, and in it goes towards Moura, and Tottenham have scored again. Well, Cresswell was coming in as well, but the fact...",/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/1/IM_2.mp4,/home/eboccaletti/thesis_project/data/MOMENTS/ULTDmEW6/important-moments/1/IM_2_v1.json,
